Word,Frequency
able,0.000724112961622013
about,0.000724112961622013
above,0.002172338884866039
after,0.000724112961622013
again,0.002172338884866039
also,0.000724112961622013
amen,0.002896451846488052
among,0.000724112961622013
away,0.001448225923244026
bare,0.002172338884866039
beasts,0.000724112961622013
became,0.001448225923244026
because,0.000724112961622013
been,0.001448225923244026
before,0.000724112961622013
began,0.003620564808110065
behold,0.002172338884866039
between,0.002896451846488052
blessed,0.000724112961622013
brethren,0.002172338884866039
bring,0.002896451846488052
brought,0.001448225923244026
came,0.001448225923244026
cattle,0.0065170166545981175
cause,0.000724112961622013
christ,0.000724112961622013
cimeter,0.002172338884866039
come,0.000724112961622013
could,0.001448225923244026
course,0.000724112961622013
covenant,0.000724112961622013
cried,0.000724112961622013
curse,0.001448225923244026
days,0.000724112961622013
death,0.001448225923244026
declare,0.000724112961622013
declared,0.000724112961622013
deep,0.000724112961622013
desire,0.000724112961622013
desired,0.001448225923244026
desires,0.000724112961622013
destroy,0.000724112961622013
done,0.001448225923244026
down,0.001448225923244026
duration,0.002896451846488052
dwelling,0.000724112961622013
enos,0.000724112961622013
eternal,0.004344677769732078
eternity,0.000724112961622013
even,0.000724112961622013
every,0.000724112961622013
evil,0.000724112961622013
face,0.000724112961622013
faith,0.000724112961622013
fall,0.00724112961622013
father,0.000724112961622013
fathers,0.003620564808110065
fear,0.001448225923244026
feeding,0.000724112961622013
feel,0.000724112961622013
fixed,0.000724112961622013
flocks,0.000724112961622013
forest,0.001448225923244026
forgiven,0.000724112961622013
forth,0.000724112961622013
from,0.001448225923244026
fruit,0.001448225923244026
full,0.000724112961622013
future,0.000724112961622013
girded,0.000724112961622013
given,0.000724112961622013
goats,0.000724112961622013
going,0.001448225923244026
grain,0.000724112961622013
grant,0.000724112961622013
grave,0.000724112961622013
great,0.000724112961622013
guilt,0.000724112961622013
hard,0.000724112961622013
hast,0.000724112961622013
hath,0.000724112961622013
hatred,0.000724112961622013
have,0.000724112961622013
having,0.003620564808110065
heads,0.000724112961622013
heard,0.001448225923244026
heart,0.003620564808110065
heavens,0.000724112961622013
herds,0.000724112961622013
high,0.000724112961622013
himself,0.000724112961622013
holy,0.000724112961622013
horses,0.001448225923244026
hundred,0.000724112961622013
hungered,0.000724112961622013
hunt,0.000724112961622013
idolatry,0.000724112961622013
iniquity,0.000724112961622013
into,0.000724112961622013
joys,0.002172338884866039
just,0.000724112961622013
keep,0.000724112961622013
keeping,0.001448225923244026
kind,0.000724112961622013
kneeled,0.000724112961622013
knew,0.000724112961622013
know,0.001448225923244026
knowing,0.000724112961622013
labored,0.001448225923244026
labors,0.000724112961622013
land,0.000724112961622013
language,0.002172338884866039
left,0.000724112961622013
lehi,0.000724112961622013
life,0.000724112961622013
like,0.000724112961622013
loins,0.000724112961622013
long,0.000724112961622013
lord,0.001448225923244026
made,0.0065170166545981175
maker,0.001448225923244026
manifest,0.000724112961622013
manner,0.000724112961622013
mansions,0.002172338884866039
many,0.000724112961622013
means,0.002896451846488052
meat,0.000724112961622013
might,0.000724112961622013
mighty,0.001448225923244026
mind,0.000724112961622013
mine,0.000724112961622013
mortal,0.000724112961622013
much,0.000724112961622013
must,0.000724112961622013
name,0.001448225923244026
nature,0.001448225923244026
nephi,0.000724112961622013
nephites,0.002172338884866039
night,0.002896451846488052
nine,0.000724112961622013
nothing,0.000724112961622013
nurture,0.002172338884866039
often,0.000724112961622013
pass,0.000724112961622013
passed,0.004344677769732078
passeth,0.000724112961622013
people,0.000724112961622013
perhaps,0.0065170166545981175
place,0.000724112961622013
pleasure,0.001448225923244026
possible,0.000724112961622013
pour,0.000724112961622013
power,0.000724112961622013
prayed,0.002172338884866039
prayer,0.001448225923244026
preach,0.000724112961622013
prepared,0.000724112961622013
present,0.000724112961622013
preserve,0.000724112961622013
prey,0.002172338884866039
prophesy,0.000724112961622013
prophets,0.000724112961622013
raise,0.000724112961622013
reached,0.001448225923244026
receive,0.000724112961622013
received,0.001448225923244026
record,0.000724112961622013
records,0.001448225923244026
redeemer,0.002172338884866039
rejoice,0.000724112961622013
rejoiced,0.000724112961622013
required,0.000724112961622013
rest,0.000724112961622013
restore,0.002172338884866039
said,0.000724112961622013
saints,0.002896451846488052
save,0.000724112961622013
sayeth,0.002172338884866039
saying,0.001448225923244026
seek,0.001448225923244026
seeking,0.000724112961622013
seen,0.000724112961622013
seventy,0.001448225923244026
shall,0.000724112961622013
shalt,0.0065170166545981175
shaven,0.000724112961622013
short,0.000724112961622013
should,0.001448225923244026
sins,0.002172338884866039
skill,0.001448225923244026
skin,0.000724112961622013
some,0.000724112961622013
soon,0.000724112961622013
sorrow,0.001448225923244026
soul,0.000724112961622013
speak,0.002896451846488052
speech,0.000724112961622013
speedily,0.000724112961622013
spirit,0.000724112961622013
stand,0.000724112961622013
still,0.000724112961622013
stirring,0.000724112961622013
sunk,0.000724112961622013
swept,0.000724112961622013
swore,0.000724112961622013
taught,0.000724112961622013
tell,0.000724112961622013
tents,0.000724112961622013
that,0.000724112961622013
thee,0.020999275887038378
their,0.002172338884866039
them,0.007965242577842143
then,0.007965242577842143
there,0.000724112961622013
these,0.003620564808110065
they,0.002896451846488052
thine,0.004344677769732078
thing,0.000724112961622013
things,0.001448225923244026
this,0.002896451846488052
thou,0.003620564808110065
thus,0.001448225923244026
till,0.000724112961622013
time,0.000724112961622013
true,0.001448225923244026
truth,0.001448225923244026
unshaken,0.000724112961622013
unto,0.000724112961622013
upon,0.015930485155684286
vain,0.002172338884866039
visit,0.001448225923244026
voice,0.001448225923244026
wars,0.002172338884866039
welfare,0.001448225923244026
went,0.000724112961622013
were,0.001448225923244026
when,0.005068790731354091
which,0.002172338884866039
while,0.005068790731354091
whole,0.000724112961622013
whom,0.001448225923244026
wild,0.000724112961622013
will,0.001448225923244026
with,0.004344677769732078
word,0.005068790731354091
words,0.000724112961622013
world,0.002896451846488052
would,0.000724112961622013
wrath,0.004344677769732078
wrestle,0.000724112961622013
write,0.000724112961622013
wrought,0.000724112961622013
years,0.000724112961622013
