Word,Frequency
able,9.338812103100486e-05
abound,0.00018677624206200972
about,9.338812103100486e-05
above,0.0008404930892790437
Abraham,0.00018677624206200972
adieu,9.338812103100486e-05
admonish,9.338812103100486e-05
after,9.338812103100486e-05
again,0.0008404930892790437
against,0.0015875980575270825
alive,0.001961150541651102
Almighty,0.00018677624206200972
almost,9.338812103100486e-05
alone,9.338812103100486e-05
already,9.338812103100486e-05
also,9.338812103100486e-05
Amen,0.0028950317519611506
among,9.338812103100486e-05
Angels,0.000653716847217034
anger,0.0002801643630930146
anointed,9.338812103100486e-05
another,9.338812103100486e-05
answered,0.0002801643630930146
anxiety,9.338812103100486e-05
apparel,0.0002801643630930146
armies,9.338812103100486e-05
arms,9.338812103100486e-05
arouse,9.338812103100486e-05
attain,9.338812103100486e-05
awake,0.00018677624206200972
away,9.338812103100486e-05
awful,0.002521479267837131
bear,0.00037355248412401944
became,0.00018677624206200972
because,0.00018677624206200972
become,0.0037355248412401943
becometh,0.0014942099364960778
been,9.338812103100486e-05
before,0.0018677624206200972
began,0.0015875980575270825
begin,0.0014942099364960778
begotten,0.0002801643630930146
beheld,0.00018677624206200972
behold,0.0004669406051550243
Behold,0.005042958535674262
being,0.0018677624206200972
believe,0.0004669406051550243
believed,9.338812103100486e-05
beloved,0.00018677624206200972
beseech,0.0008404930892790437
best,9.338812103100486e-05
better,9.338812103100486e-05
beyond,0.00018677624206200972
bitter,9.338812103100486e-05
blessed,0.0002801643630930146
blood,0.0002801643630930146
body,9.338812103100486e-05
boldness,9.338812103100486e-05
born,9.338812103100486e-05
both,9.338812103100486e-05
branch,0.0002801643630930146
branches,0.0005603287261860292
brethren,0.0046694060515502425
Brethren,0.002614867388868136
bring,9.338812103100486e-05
broken,0.001307433694434068
brother,0.0002801643630930146
Brother,0.00037355248412401944
brought,9.338812103100486e-05
build,0.0022413149047441168
burn,0.0002801643630930146
burned,9.338812103100486e-05
burthens,0.00037355248412401944
call,9.338812103100486e-05
called,0.00037355248412401944
calleth,0.0004669406051550243
calling,9.338812103100486e-05
came,9.338812103100486e-05
cannot,0.005323122898767277
canst,0.0004669406051550243
captive,9.338812103100486e-05
care,0.00018677624206200972
case,9.338812103100486e-05
cast,9.338812103100486e-05
cause,0.0018677624206200972
caused,0.0004669406051550243
causeth,0.00018677624206200972
change,9.338812103100486e-05
chaste,9.338812103100486e-05
chastity,9.338812103100486e-05
children,9.338812103100486e-05
choice,0.0008404930892790437
Christ,9.338812103100486e-05
clear,0.002521479267837131
cleave,0.0002801643630930146
cleaveth,9.338812103100486e-05
clothe,9.338812103100486e-05
come,9.338812103100486e-05
Come,0.0018677624206200972
comest,0.0002801643630930146
cometh,9.338812103100486e-05
coming,0.0007471049682480389
command,9.338812103100486e-05
commands,0.0002801643630930146
commit,0.00037355248412401944
conclude,9.338812103100486e-05
confess,9.338812103100486e-05
confound,9.338812103100486e-05
console,9.338812103100486e-05
contempt,9.338812103100486e-05
contend,9.338812103100486e-05
continue,9.338812103100486e-05
convert,9.338812103100486e-05
corner,9.338812103100486e-05
